,0
17973,1
17974,1
17975,0
17976,1
17977,1
17978,0
17979,0
17980,0
17981,0
17982,1
17983,0
17984,1
17985,1
17986,0
17987,0
17988,0
17989,0
17990,1
17991,1
17992,0
17993,0
17994,0
17995,1
17996,0
17997,1
17998,1
17999,0
18000,0
18001,1
18002,1
18003,0
18004,0
18005,1
18006,0
18007,1
18008,0
18009,0
18010,0
18011,1
18012,0
18013,1
18014,1
18015,0
18016,1
18017,0
18018,0
18019,1
18020,1
18021,1
18022,1
18023,0
18024,0
18025,0
18026,1
18027,1
18028,1
18029,0
18030,1
18031,0
18032,1
18033,1
18034,0
18035,1
18036,0
18037,1
18038,0
18039,1
18040,0
18041,1
18042,1
18043,1
18044,0
18045,0
18046,0
18047,0
18048,0
18049,1
18050,0
18051,0
18052,0
18053,0
18054,0
18055,0
18056,1
18057,0
18058,1
18059,0
18060,1
18061,0
18062,0
18063,1
18064,0
18065,0
18066,0
18067,1
18068,1
18069,0
18070,1
18071,1
18072,0
18073,0
18074,1
18075,1
18076,1
18077,0
18078,0
18079,1
18080,0
18081,0
18082,0
18083,0
18084,1
18085,0
18086,0
18087,0
18088,0
18089,0
18090,1
18091,0
18092,1
18093,0
18094,0
18095,1
18096,0
18097,0
18098,1
18099,1
18100,1
18101,0
18102,1
18103,1
18104,0
18105,0
18106,1
18107,0
18108,1
18109,0
18110,0
18111,0
18112,1
18113,0
18114,1
18115,1
18116,0
18117,0
18118,0
18119,1
18120,0
18121,0
18122,1
18123,1
18124,0
18125,1
18126,1
18127,1
18128,1
18129,0
18130,1
18131,0
18132,0
18133,0
18134,0
18135,0
18136,1
18137,1
18138,1
18139,0
18140,0
18141,1
18142,0
18143,1
18144,0
18145,0
18146,1
18147,1
18148,1
18149,1
18150,1
18151,0
18152,1
18153,0
18154,0
18155,1
18156,0
18157,1
18158,0
18159,0
18160,0
18161,1
18162,1
18163,1
18164,1
18165,1
18166,0
18167,1
18168,0
18169,1
18170,0
18171,0
18172,0
18173,1
18174,1
18175,0
18176,1
18177,0
18178,0
18179,0
18180,1
18181,1
18182,1
18183,0
18184,1
18185,1
18186,1
18187,0
18188,1
18189,1
18190,0
18191,0
18192,0
18193,1
18194,1
18195,0
18196,0
18197,1
18198,0
18199,0
18200,0
18201,0
18202,1
18203,0
18204,1
18205,1
18206,0
18207,1
18208,1
18209,0
18210,0
18211,1
18212,1
18213,1
18214,1
18215,1
18216,1
18217,0
18218,0
18219,0
18220,1
18221,1
18222,1
18223,0
18224,1
18225,1
18226,0
18227,0
18228,0
18229,1
18230,0
18231,0
18232,0
18233,0
18234,0
18235,0
18236,1
18237,0
18238,1
18239,0
18240,0
18241,1
18242,1
18243,1
18244,0
18245,1
18246,1
18247,1
18248,0
18249,1
18250,0
18251,0
18252,0
18253,1
18254,0
18255,1
18256,0
18257,0
18258,1
18259,1
18260,1
18261,1
18262,0
18263,1
18264,1
18265,1
18266,0
18267,0
18268,0
18269,0
18270,0
18271,0
18272,1
18273,1
18274,1
18275,1
18276,1
18277,0
18278,0
18279,1
18280,1
18281,1
18282,1
18283,1
18284,0
18285,1
18286,0
18287,0
18288,1
18289,0
18290,0
18291,0
18292,0
18293,1
18294,0
18295,1
18296,1
18297,1
18298,0
18299,1
18300,0
18301,1
18302,0
18303,0
18304,0
18305,0
18306,0
18307,1
18308,1
18309,0
18310,0
18311,0
18312,0
18313,1
18314,1
18315,0
18316,1
18317,1
18318,1
18319,1
18320,1
18321,1
18322,0
18323,0
18324,0
18325,0
18326,0
18327,0
18328,1
18329,1
18330,0
18331,0
18332,1
18333,1
18334,1
18335,0
18336,1
18337,0
18338,1
18339,0
18340,1
18341,1
18342,0
18343,0
18344,0
18345,0
18346,0
18347,1
18348,1
18349,0
18350,0
18351,1
18352,1
18353,1
18354,0
18355,0
18356,0
18357,1
18358,1
18359,0
18360,1
18361,0
18362,1
18363,0
18364,0
18365,0
18366,0
18367,0
18368,0
18369,1
18370,0
18371,0
18372,1
18373,1
18374,1
18375,1
18376,1
18377,1
18378,1
18379,0
18380,0
18381,0
18382,0
18383,0
18384,1
18385,1
18386,0
18387,0
18388,1
18389,1
18390,0
18391,0
18392,1
18393,0
18394,1
18395,0
18396,1
18397,1
18398,0
18399,0
18400,0
18401,0
18402,1
18403,0
18404,1
18405,0
18406,1
18407,1
18408,0
18409,0
18410,1
18411,1
18412,0
18413,1
18414,1
18415,1
18416,0
18417,0
18418,0
18419,0
18420,0
18421,0
18422,0
18423,0
18424,1
18425,0
18426,1
18427,1
18428,0
18429,0
18430,1
18431,1
18432,1
18433,1
18434,1
18435,0
18436,0
18437,0
18438,1
18439,0
18440,1
18441,0
18442,1
18443,1
18444,1
18445,1
18446,0
18447,0
18448,0
18449,1
18450,1
18451,0
18452,0
18453,0
18454,1
18455,0
18456,1
18457,1
18458,0
18459,1
18460,1
18461,1
18462,0
18463,0
18464,1
18465,0
18466,0
18467,1
18468,1
18469,1
18470,1
18471,1
18472,1
18473,0
18474,0
18475,0
18476,1
18477,1
18478,0
18479,0
18480,0
18481,0
18482,1
18483,0
18484,0
18485,0
18486,0
18487,1
18488,0
18489,1
18490,1
18491,0
18492,1
18493,0
18494,0
18495,0
18496,0
18497,0
18498,0
18499,1
18500,1
18501,0
18502,0
18503,0
18504,1
18505,0
18506,0
18507,0
18508,0
18509,1
18510,0
18511,1
18512,1
18513,1
18514,0
18515,1
18516,1
18517,1
18518,1
18519,0
18520,0
18521,1
18522,1
18523,1
18524,0
18525,0
18526,0
18527,0
18528,0
18529,0
18530,1
18531,0
18532,1
18533,1
18534,0
18535,1
18536,1
18537,1
18538,0
18539,1
18540,1
18541,0
18542,0
18543,0
18544,0
18545,1
18546,0
18547,0
18548,0
18549,1
18550,1
18551,1
18552,1
18553,0
18554,1
18555,0
18556,1
18557,1
18558,0
18559,1
18560,1
18561,0
18562,0
18563,1
18564,1
18565,1
18566,0
18567,1
18568,0
18569,1
18570,0
18571,0
18572,1
18573,1
18574,1
18575,0
18576,1
18577,0
18578,1
18579,1
18580,0
18581,1
18582,0
18583,1
18584,1
18585,0
18586,0
18587,0
18588,1
18589,0
18590,1
18591,0
18592,0
18593,1
18594,0
18595,1
18596,1
18597,1
18598,1
18599,0
18600,1
18601,1
18602,1
18603,1
18604,1
18605,1
18606,0
18607,1
18608,1
18609,1
18610,1
18611,1
18612,1
18613,1
18614,0
18615,0
18616,0
18617,1
18618,0
18619,0
18620,0
18621,1
18622,1
18623,0
18624,0
18625,1
18626,1
18627,0
18628,1
18629,0
18630,0
18631,1
18632,1
18633,0
18634,0
18635,0
18636,0
18637,1
18638,1
18639,1
18640,1
18641,1
18642,1
18643,1
18644,0
18645,0
18646,1
18647,0
18648,0
18649,0
18650,1
18651,1
18652,1
18653,0
18654,1
18655,1
18656,1
18657,0
18658,0
18659,0
18660,0
18661,0
18662,1
18663,1
18664,0
18665,0
18666,1
18667,1
18668,0
18669,1
18670,0
18671,0
18672,0
18673,0
18674,1
18675,1
18676,1
18677,1
18678,0
18679,0
18680,1
18681,0
18682,0
18683,0
18684,1
18685,0
18686,1
18687,1
18688,0
18689,1
18690,0
18691,0
18692,0
18693,1
18694,1
18695,1
18696,0
18697,1
18698,1
18699,0
18700,0
18701,1
18702,0
18703,1
18704,1
18705,1
18706,1
18707,1
18708,0
18709,0
18710,0
18711,0
18712,1
18713,0
18714,0
18715,1
18716,1
18717,1
18718,1
18719,1
18720,1
18721,1
18722,0
18723,1
18724,0
18725,0
18726,0
18727,0
18728,1
18729,1
18730,0
18731,0
18732,1
18733,1
18734,0
18735,1
18736,1
18737,1
18738,1
18739,0
18740,1
18741,1
18742,0
18743,0
18744,1
18745,1
18746,0
18747,0
18748,0
18749,1
18750,1
18751,1
18752,0
18753,1
18754,1
18755,1
18756,0
18757,0
18758,0
18759,1
18760,1
18761,1
18762,1
18763,1
18764,1
18765,0
18766,1
18767,0
18768,1
18769,1
18770,0
18771,1
18772,0
18773,1
18774,1
18775,1
18776,1
18777,0
18778,0
18779,1
18780,0
18781,1
18782,1
18783,1
18784,0
18785,0
18786,0
18787,0
18788,1
18789,0
18790,0
18791,0
18792,1
18793,0
18794,1
18795,0
18796,0
18797,0
18798,1
18799,1
18800,1
18801,0
18802,0
18803,1
18804,1
18805,0
18806,0
18807,0
18808,1
18809,0
18810,1
18811,1
18812,1
18813,1
18814,0
18815,1
18816,1
18817,1
18818,1
18819,0
18820,1
18821,1
18822,0
18823,0
18824,1
18825,0
18826,1
18827,1
18828,1
18829,0
18830,1
18831,0
18832,0
18833,1
18834,1
18835,1
18836,1
18837,0
18838,1
18839,1
18840,0
18841,1
18842,1
18843,0
18844,1
18845,1
18846,1
18847,0
18848,0
18849,1
18850,0
18851,1
18852,0
18853,0
18854,0
18855,1
18856,1
18857,0
18858,1
18859,0
18860,1
18861,0
18862,1
18863,1
18864,1
18865,0
18866,0
18867,0
18868,0
18869,1
18870,0
18871,1
18872,1
18873,1
18874,1
18875,1
18876,1
18877,1
18878,0
18879,0
18880,0
18881,1
18882,1
18883,0
18884,0
18885,0
18886,1
18887,1
18888,1
18889,0
18890,1
18891,1
18892,0
18893,0
18894,0
18895,0
18896,0
18897,1
18898,0
18899,1
18900,0
18901,1
18902,1
18903,1
18904,0
18905,1
18906,0
18907,0
18908,0
18909,1
18910,1
18911,0
18912,1
18913,1
18914,0
18915,0
18916,0
18917,0
18918,0
18919,0
18920,1
18921,0
18922,1
18923,1
18924,1
18925,1
18926,1
18927,0
18928,0
18929,1
18930,0
18931,1
18932,0
18933,0
18934,1
18935,0
18936,0
18937,0
18938,0
18939,0
18940,0
18941,0
18942,0
18943,1
18944,1
18945,0
18946,0
18947,0
18948,1
18949,0
18950,1
18951,1
18952,0
18953,1
18954,0
18955,0
18956,1
18957,0
18958,1
18959,1
18960,0
18961,1
18962,1
18963,0
18964,0
18965,0
18966,1
18967,1
18968,0
18969,1
18970,0
18971,0
18972,1
18973,1
18974,1
18975,0
18976,0
18977,1
18978,0
18979,0
18980,0
18981,1
18982,1
18983,1
18984,1
18985,0
18986,1
18987,1
18988,0
18989,1
18990,0
18991,0
18992,0
18993,1
18994,1
18995,0
18996,1
18997,1
18998,1
18999,1
19000,0
19001,0
19002,1
19003,0
19004,0
19005,1
19006,1
19007,1
19008,0
19009,1
19010,1
19011,0
19012,1
19013,0
19014,1
19015,1
19016,1
19017,1
19018,0
19019,1
19020,1
19021,1
19022,0
19023,1
19024,1
19025,0
19026,1
19027,1
19028,1
19029,0
19030,0
19031,0
19032,1
19033,0
19034,0
19035,0
19036,0
19037,0
19038,0
19039,0
19040,1
19041,1
19042,1
19043,0
19044,0
19045,0
19046,1
19047,1
19048,0
19049,1
19050,0
19051,1
19052,0
19053,0
19054,1
19055,1
19056,1
19057,1
19058,0
19059,0
19060,0
19061,1
19062,0
19063,0
19064,1
19065,1
19066,0
19067,1
19068,0
19069,1
19070,1
19071,1
19072,1
19073,0
19074,1
19075,0
19076,1
19077,0
19078,1
19079,1
19080,0
19081,1
19082,1
19083,1
19084,0
19085,1
19086,1
19087,0
19088,0
19089,0
19090,0
19091,0
19092,0
19093,1
19094,0
19095,0
19096,0
19097,0
19098,1
19099,0
19100,1
19101,1
19102,0
19103,1
19104,1
19105,1
19106,1
19107,1
19108,0
19109,0
19110,0
19111,0
19112,0
19113,0
19114,0
19115,0
19116,0
19117,1
19118,0
19119,0
19120,0
19121,0
19122,1
19123,1
19124,0
19125,1
19126,0
19127,0
19128,0
19129,0
19130,1
19131,0
19132,0
19133,1
19134,1
19135,0
19136,1
19137,0
19138,0
19139,1
19140,1
19141,1
19142,0
19143,0
19144,0
19145,1
19146,1
19147,0
19148,0
19149,0
19150,0
19151,1
19152,0
19153,0
19154,1
19155,0
19156,1
19157,0
19158,0
19159,1
19160,0
19161,1
19162,0
19163,1
19164,1
19165,1
19166,1
19167,0
19168,0
19169,0
19170,1
19171,1
19172,1
19173,0
19174,0
19175,1
19176,0
19177,1
19178,0
19179,1
19180,0
19181,0
19182,0
19183,1
19184,0
19185,1
19186,0
19187,1
19188,0
19189,0
19190,0
19191,1
19192,0
19193,1
19194,0
19195,0
19196,1
19197,1
19198,0
19199,1
19200,1
19201,0
19202,0
19203,0
19204,0
19205,0
19206,0
19207,0
19208,0
19209,1
19210,0
19211,1
19212,0
19213,1
19214,0
19215,1
19216,0
19217,0
19218,1
19219,0
19220,1
19221,0
19222,0
19223,1
19224,0
19225,1
19226,1
19227,0
19228,1
19229,1
19230,0
19231,1
19232,1
19233,1
19234,0
19235,1
19236,0
19237,1
19238,0
19239,0
19240,1
19241,1
19242,1
19243,0
19244,0
19245,1
19246,1
19247,1
19248,1
19249,0
19250,0
19251,1
19252,0
19253,1
19254,1
19255,0
19256,1
19257,1
19258,1
19259,1
19260,0
19261,1
19262,0
19263,1
19264,1
19265,1
19266,1
19267,1
19268,0
19269,1
19270,1
19271,1
19272,1
19273,1
19274,0
19275,0
19276,0
19277,0
19278,1
19279,1
19280,0
19281,1
19282,1
19283,1
19284,1
19285,1
19286,0
19287,0
19288,0
19289,1
19290,1
19291,1
19292,0
19293,1
19294,1
19295,0
19296,1
19297,1
19298,0
19299,0
19300,0
19301,1
19302,0
19303,0
19304,1
19305,0
19306,0
19307,1
19308,0
19309,0
19310,1
19311,1
19312,1
19313,0
19314,1
19315,0
19316,1
19317,1
19318,0
19319,1
19320,1
19321,1
19322,1
19323,0
19324,0
19325,1
19326,1
19327,0
19328,1
19329,0
19330,0
19331,1
19332,1
19333,1
19334,0
19335,0
19336,0
19337,0
19338,1
19339,0
19340,1
19341,1
19342,1
19343,1
19344,0
19345,1
19346,0
19347,1
19348,0
19349,0
19350,1
19351,1
19352,0
19353,0
19354,0
19355,1
19356,1
19357,1
19358,0
19359,1
19360,0
19361,0
19362,0
19363,0
19364,1
19365,0
19366,0
19367,1
19368,1
19369,1
19370,0
19371,1
19372,0
19373,1
19374,0
19375,1
19376,0
19377,0
19378,1
19379,0
19380,1
19381,1
19382,0
19383,0
19384,1
19385,0
19386,1
19387,1
19388,1
19389,0
19390,1
19391,0
19392,0
19393,1
19394,0
19395,1
19396,0
19397,0
19398,1
19399,0
19400,0
19401,1
19402,1
19403,1
19404,1
19405,0
19406,1
19407,1
19408,1
19409,0
19410,1
19411,0
19412,1
19413,1
19414,1
19415,0
19416,0
19417,1
19418,1
19419,0
19420,1
19421,1
19422,0
19423,0
19424,0
19425,0
19426,1
19427,0
19428,1
19429,1
19430,0
19431,0
19432,0
19433,0
19434,0
19435,1
19436,0
19437,0
19438,1
19439,0
19440,1
19441,1
19442,0
19443,1
19444,0
19445,0
19446,1
19447,1
19448,1
19449,0
19450,0
19451,1
19452,1
19453,1
19454,1
19455,1
19456,0
19457,0
19458,0
19459,1
19460,0
19461,0
19462,0
19463,1
19464,1
19465,1
19466,1
19467,0
19468,0
19469,0
19470,1
19471,0
19472,0
19473,0
19474,1
19475,1
19476,1
19477,1
19478,1
19479,1
19480,0
19481,0
19482,0
19483,1
19484,1
19485,0
19486,1
19487,1
19488,1
19489,0
19490,0
19491,1
19492,1
19493,0
19494,1
19495,1
19496,1
19497,1
19498,0
19499,0
19500,1
19501,0
19502,0
19503,0
19504,1
19505,0
19506,1
19507,0
19508,1
19509,0
19510,0
19511,1
19512,1
19513,0
19514,0
19515,0
19516,1
19517,0
19518,1
19519,1
19520,0
19521,1
19522,0
19523,1
19524,1
19525,0
19526,1
19527,1
19528,0
19529,1
19530,1
19531,0
19532,0
19533,1
19534,1
19535,0
19536,0
19537,0
19538,0
19539,1
19540,1
19541,0
19542,1
19543,0
19544,1
19545,0
19546,1
19547,1
19548,0
19549,1
19550,1
19551,0
19552,1
19553,0
19554,1
19555,1
19556,1
19557,0
19558,1
19559,0
19560,1
19561,0
19562,1
19563,1
19564,1
19565,1
19566,0
19567,1
19568,0
19569,1
19570,1
19571,0
19572,0
19573,1
19574,0
19575,0
19576,0
19577,0
19578,1
19579,1
19580,1
19581,0
19582,0
19583,0
19584,0
19585,1
19586,0
19587,1
19588,1
19589,0
19590,1
19591,0
19592,1
19593,0
19594,1
19595,1
19596,1
19597,1
19598,1
19599,0
19600,1
19601,0
19602,1
19603,1
19604,1
19605,0
19606,0
19607,1
19608,0
19609,0
19610,1
19611,0
19612,1
19613,0
19614,1
19615,1
19616,1
19617,1
19618,1
19619,1
19620,0
19621,1
19622,1
19623,0
19624,0
19625,1
19626,1
19627,1
19628,1
19629,0
19630,1
19631,0
19632,1
19633,0
19634,1
19635,0
19636,0
19637,0
19638,1
19639,0
19640,1
19641,1
19642,0
19643,1
19644,1
19645,1
19646,1
19647,0
19648,0
19649,1
19650,1
19651,0
19652,0
19653,0
19654,0
19655,1
19656,1
19657,1
19658,0
19659,0
19660,0
19661,1
19662,1
19663,1
19664,0
19665,0
19666,0
19667,1
19668,1
19669,0
19670,1
19671,0
19672,1
19673,1
19674,0
19675,1
19676,1
19677,1
19678,0
19679,1
19680,0
19681,0
19682,0
19683,1
19684,1
19685,0
19686,1
19687,0
19688,1
19689,1
19690,1
19691,0
19692,1
19693,0
19694,0
19695,1
19696,0
19697,1
19698,1
19699,1
19700,1
19701,0
19702,0
19703,1
19704,0
19705,1
19706,0
19707,0
19708,1
19709,1
19710,0
19711,0
19712,1
19713,0
19714,1
19715,0
19716,0
19717,0
19718,1
19719,0
19720,0
19721,0
19722,0
19723,1
19724,1
19725,1
19726,0
19727,1
19728,0
19729,0
19730,1
19731,0
19732,0
19733,1
19734,1
19735,1
19736,0
19737,1
19738,1
19739,0
19740,1
19741,0
19742,0
19743,0
19744,0
19745,0
19746,1
19747,1
19748,1
19749,1
19750,1
19751,1
19752,1
19753,1
19754,0
19755,0
19756,1
19757,0
19758,0
19759,1
19760,1
19761,0
19762,1
19763,1
19764,0
19765,0
19766,1
19767,0
19768,0
19769,0
19770,1
19771,0
19772,0
19773,0
19774,0
19775,1
19776,1
19777,1
19778,1
19779,1
19780,1
19781,0
19782,1
19783,0
19784,1
19785,0
19786,0
19787,1
19788,1
19789,1
19790,0
19791,1
19792,1
19793,0
19794,1
19795,1
19796,0
19797,0
19798,1
19799,0
19800,1
19801,1
19802,0
19803,0
19804,0
19805,0
19806,0
19807,0
19808,1
19809,0
19810,0
19811,1
19812,1
19813,0
19814,0
19815,1
19816,1
19817,1
19818,0
19819,0
19820,0
19821,0
19822,1
19823,0
19824,0
19825,0
19826,0
19827,0
19828,1
19829,0
19830,1
19831,1
19832,1
19833,0
19834,1
19835,0
19836,0
19837,0
19838,1
19839,0
19840,0
19841,1
19842,0
19843,0
19844,1
19845,1
19846,0
19847,1
19848,1
19849,0
19850,0
19851,1
19852,1
19853,1
19854,0
19855,1
19856,0
19857,0
19858,1
19859,1
19860,0
19861,1
19862,0
19863,0
19864,0
19865,0
19866,1
19867,0
19868,0
19869,0
19870,1
19871,1
19872,1
19873,1
19874,0
19875,0
19876,0
19877,0
19878,1
19879,1
19880,0
19881,1
19882,0
19883,0
19884,1
19885,1
19886,0
19887,0
19888,0
19889,1
19890,1
19891,1
19892,1
19893,1
19894,0
19895,1
19896,0
19897,0
19898,0
19899,0
19900,0
19901,1
19902,1
19903,1
19904,0
19905,1
19906,1
19907,0
19908,0
19909,1
19910,1
19911,0
19912,0
19913,0
19914,1
19915,0
19916,1
19917,1
19918,1
19919,1
19920,1
19921,1
19922,1
19923,1
19924,1
19925,1
19926,1
19927,0
19928,0
19929,0
19930,0
19931,0
19932,1
19933,0
19934,1
19935,0
19936,0
19937,0
19938,1
19939,1
19940,0
19941,0
19942,1
19943,1
19944,1
19945,0
19946,0
19947,0
19948,0
19949,1
19950,1
19951,1
19952,1
19953,1
19954,0
19955,1
19956,1
19957,1
19958,1
19959,1
19960,0
19961,1
19962,1
19963,1
19964,1
19965,1
19966,1
19967,0
19968,1
19969,0
19970,0
19971,0
19972,0
19973,0
19974,1
19975,1
19976,0
19977,1
19978,0
19979,0
19980,1
19981,0
19982,0
19983,1
19984,0
19985,0
19986,1
19987,1
19988,1
19989,0
19990,0
19991,0
19992,0
19993,1
19994,1
19995,1
19996,1
19997,0
19998,0
19999,1
20000,1
20001,0
20002,1
20003,0
20004,0
20005,1
20006,1
20007,0
20008,1
20009,1
20010,0
20011,0
20012,0
20013,1
20014,1
20015,0
20016,1
20017,1
20018,1
20019,1
20020,1
20021,0
20022,1
20023,1
20024,0
20025,0
20026,0
20027,0
20028,1
20029,1
20030,1
20031,0
20032,0
20033,1
20034,0
20035,0
20036,0
20037,1
20038,0
20039,0
20040,1
20041,1
20042,0
20043,1
20044,1
20045,0
20046,0
20047,1
20048,0
20049,1
20050,0
20051,0
20052,1
20053,0
20054,0
20055,0
20056,0
20057,1
20058,0
20059,1
20060,0
20061,0
20062,0
20063,0
20064,1
20065,1
20066,0
20067,1
20068,0
20069,0
20070,0
20071,0
20072,0
20073,0
20074,0
20075,1
20076,1
20077,0
20078,0
20079,1
20080,0
20081,0
20082,0
20083,1
20084,1
20085,0
20086,0
20087,1
20088,1
20089,1
20090,1
20091,0
20092,0
20093,1
20094,0
20095,0
20096,1
20097,0
20098,1
20099,0
20100,0
20101,1
20102,0
20103,1
20104,0
20105,0
20106,1
20107,0
20108,0
20109,1
20110,1
20111,0
20112,0
20113,1
20114,1
20115,0
20116,1
20117,1
20118,0
20119,0
20120,0
20121,0
20122,0
20123,0
20124,0
20125,1
20126,0
20127,1
20128,1
20129,0
20130,1
20131,0
20132,0
20133,0
20134,0
20135,1
20136,0
20137,0
20138,0
20139,1
20140,1
20141,1
20142,0
20143,0
20144,0
20145,1
20146,1
20147,1
20148,0
20149,1
20150,1
20151,0
20152,0
20153,1
20154,1
20155,0
20156,1
20157,1
20158,1
20159,1
20160,0
20161,0
20162,1
20163,0
20164,0
20165,0
20166,1
20167,0
20168,0
20169,1
20170,1
20171,1
20172,0
20173,0
20174,0
20175,1
20176,1
20177,0
20178,1
20179,0
20180,0
20181,1
20182,1
20183,1
20184,1
20185,0
20186,0
20187,0
20188,0
20189,1
20190,1
20191,1
20192,1
20193,1
20194,1
20195,0
20196,1
20197,0
20198,1
20199,1
20200,0
20201,1
20202,0
20203,1
20204,0
20205,1
20206,0
20207,1
20208,1
20209,0
20210,1
20211,1
20212,1
20213,0
20214,1
20215,0
20216,1
20217,1
20218,1
20219,0
20220,0
20221,0
20222,1
20223,1
20224,0
20225,1
20226,0
20227,1
20228,0
20229,1
20230,1
20231,1
20232,0
20233,0
20234,0
20235,1
20236,1
20237,0
20238,0
20239,0
20240,0
20241,1
20242,1
20243,1
20244,0
20245,1
20246,1
20247,0
20248,0
20249,0
20250,1
20251,1
20252,1
20253,1
20254,1
20255,0
20256,1
20257,1
20258,0
20259,0
20260,0
20261,0
20262,0
20263,0
20264,0
20265,1
20266,0
20267,1
20268,1
20269,1
20270,1
20271,1
20272,0
20273,0
20274,0
20275,0
20276,1
20277,0
20278,0
20279,1
20280,1
20281,1
20282,0
20283,1
20284,0
20285,0
20286,1
20287,1
20288,0
20289,1
20290,0
20291,1
20292,1
20293,0
20294,0
20295,0
20296,1
20297,1
20298,0
20299,1
20300,1
20301,1
20302,1
20303,1
20304,0
20305,0
20306,1
20307,1
20308,0
20309,0
20310,1
20311,0
20312,0
20313,0
20314,0
20315,0
20316,0
20317,1
20318,1
20319,1
20320,0
20321,0
20322,1
20323,1
20324,1
20325,1
20326,0
20327,0
20328,1
20329,1
20330,0
20331,0
20332,1
20333,0
20334,0
20335,0
20336,1
20337,0
20338,0
20339,1
20340,0
20341,1
20342,1
20343,1
20344,1
20345,0
20346,0
20347,1
20348,0
20349,0
20350,0
20351,1
20352,0
20353,1
20354,1
20355,1
20356,1
20357,1
20358,1
20359,0
20360,1
20361,0
20362,0
20363,0
20364,0
20365,0
20366,1
20367,0
20368,0
20369,1
20370,0
20371,0
20372,0
20373,1
20374,0
20375,0
20376,0
20377,0
20378,1
20379,0
20380,0
20381,1
20382,0
20383,0
20384,1
20385,1
20386,1
20387,1
20388,1
20389,1
20390,1
20391,0
20392,1
20393,0
20394,0
20395,0
20396,0
20397,0
20398,1
20399,1
20400,0
20401,1
20402,1
20403,1
20404,1
20405,1
20406,1
20407,1
20408,0
20409,0
20410,1
20411,0
20412,0
20413,1
20414,1
20415,1
20416,0
20417,1
20418,1
20419,1
20420,0
20421,0
20422,0
20423,0
20424,1
20425,0
20426,0
20427,1
20428,1
20429,0
20430,1
20431,0
20432,1
20433,1
20434,0
20435,0
20436,1
20437,0
20438,1
20439,0
20440,0
20441,1
20442,0
20443,0
20444,1
20445,1
20446,1
20447,1
20448,0
20449,1
20450,1
20451,1
20452,1
20453,1
20454,1
20455,0
20456,1
20457,0
20458,1
20459,1
20460,0
20461,0
20462,1
20463,0
20464,1
20465,0
20466,1
20467,1
20468,0
20469,0
20470,0
20471,0
20472,0
20473,0
20474,0
20475,1
20476,0
20477,1
20478,1
20479,1
20480,1
20481,1
20482,1
20483,0
20484,1
20485,0
20486,1
20487,0
20488,1
20489,0
20490,1
20491,1
20492,0
20493,1
20494,0
20495,0
20496,0
20497,0
20498,0
20499,1
20500,0
20501,1
20502,0
20503,1
20504,1
20505,1
20506,0
20507,0
20508,1
20509,1
20510,0
20511,1
20512,1
20513,0
20514,1
20515,1
20516,0
20517,0
20518,1
20519,1
20520,1
20521,1
20522,0
20523,0
20524,0
20525,1
20526,0
20527,1
20528,0
20529,0
20530,1
20531,1
20532,1
20533,1
20534,0
20535,0
20536,1
20537,1
20538,0
20539,1
20540,1
20541,1
20542,0
20543,0
20544,1
20545,0
20546,0
20547,1
20548,1
20549,0
20550,1
20551,0
20552,1
20553,1
20554,1
20555,0
20556,0
20557,0
20558,0
20559,0
20560,1
20561,0
20562,1
20563,0
20564,1
20565,1
20566,0
20567,1
20568,1
20569,1
20570,1
20571,1
20572,0
20573,1
20574,1
20575,0
20576,1
20577,1
20578,1
20579,0
20580,1
20581,1
20582,0
20583,1
20584,0
20585,1
20586,1
20587,1
20588,0
20589,1
20590,0
20591,1
20592,1
20593,1
20594,0
20595,1
20596,1
20597,0
20598,0
20599,1
20600,0
20601,0
20602,0
20603,0
20604,0
20605,1
20606,1
20607,1
20608,0
20609,1
20610,1
20611,1
20612,0
20613,1
20614,0
20615,0
20616,1
20617,0
20618,0
20619,1
20620,1
20621,0
20622,0
20623,1
20624,1
20625,1
20626,1
20627,1
20628,0
20629,1
20630,0
20631,0
20632,1
20633,0
20634,1
20635,0
20636,1
20637,1
20638,0
20639,1
20640,0
20641,1
20642,1
20643,0
20644,0
20645,1
20646,1
20647,1
20648,1
20649,1
20650,1
20651,0
20652,0
20653,1
20654,1
20655,1
20656,1
20657,0
20658,0
20659,0
20660,1
20661,0
20662,1
20663,1
20664,1
20665,0
20666,1
20667,0
20668,0
20669,0
20670,0
20671,0
20672,0
20673,0
20674,1
20675,1
20676,0
20677,1
20678,0
20679,0
20680,0
20681,1
20682,0
20683,1
20684,1
20685,0
20686,0
20687,1
20688,0
20689,1
20690,1
20691,1
20692,0
20693,0
20694,1
20695,0
20696,1
20697,1
20698,0
20699,0
20700,1
20701,0
20702,0
20703,0
20704,1
20705,0
20706,0
20707,0
20708,0
20709,0
20710,1
20711,1
20712,1
20713,1
20714,1
20715,1
20716,0
20717,0
20718,0
20719,0
20720,0
20721,0
20722,1
20723,1
20724,0
20725,0
20726,0
20727,0
20728,0
20729,1
20730,0
20731,1
20732,0
20733,0
20734,1
20735,0
20736,1
20737,0
20738,0
20739,1
20740,0
20741,1
20742,1
20743,1
20744,0
20745,0
20746,1
20747,1
20748,1
20749,0
20750,1
20751,0
20752,1
20753,1
20754,1
20755,0
20756,1
20757,0
20758,0
20759,0
20760,0
20761,1
20762,1
20763,1
20764,0
20765,0
20766,1
20767,0
20768,1
20769,0
20770,1
20771,1
